V1	V2
isogroup37628	GO:0003676;GO:0003723
isogroup37631	GO:0003950
isogroup37633	GO:0000139;GO:0005789;GO:0006672;GO:0016021;GO:0016811;GO:0017040
isogroup37635	GO:0001584;GO:0007186;GO:0016021;GO:0004969;GO:0031808
isogroup3764	GO:0051059;GO:0002226;GO:0045824
isogroup37654	GO:0000166;GO:0017111
isogroup37658	GO:0016251;GO:0006412
isogroup37659	GO:0006470;GO:0008138;GO:0004721
isogroup3766	GO:0005554
isogroup37660	GO:0008152;GO:0008484;GO:0003943;GO:0004065
isogroup37661	GO:0005215;GO:0005576;GO:0006810
isogroup37662	GO:0004748;GO:0009186
isogroup37670	GO:0004556;GO:0005975
isogroup37675	GO:0016021;GO:0005432
isogroup37678	GO:0003677;GO:0005634;GO:0004197;GO:0004221;GO:0006511;GO:0007268;GO:0048167
isogroup37679	GO:0003723;GO:0003735;GO:0005622;GO:0005840;GO:0006412
isogroup37682	GO:0003777;GO:0007018;GO:0030286
isogroup37686	GO:0005515
isogroup37687	GO:0006464;GO:0008113
isogroup3769	GO:0005525;GO:0007264;GO:0015031
isogroup37696	GO:0005509
isogroup37697	GO:0003677;GO:0006355;GO:0003676;GO:0006412
isogroup37700	GO:0003677;GO:0005634
isogroup37706	GO:0005524
isogroup37707	GO:0005524;GO:0004086;GO:0004736
isogroup37711	GO:0005198
isogroup37715	GO:0003774;GO:0005524;GO:0016459;GO:0004672;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup37717	GO:0004573;GO:0009311
isogroup3772	GO:0000059;GO:0005634;GO:0005643;GO:0005737;GO:0008565
isogroup37721	GO:0006886;GO:0008320;GO:0016020
isogroup37724	GO:0005215;GO:0006810;GO:0016021;GO:0008517;GO:0015232
isogroup3773	GO:0016491
isogroup37731	GO:0004872
isogroup37734	GO:0004308
isogroup3774	GO:0015986;GO:0016020;GO:0016469;GO:0046933;GO:0046961
isogroup37741	GO:0000059;GO:0005634;GO:0005643;GO:0005737;GO:0008565
isogroup37750	GO:0001584;GO:0007186;GO:0016021
isogroup37759	GO:0005524;GO:0006950;GO:0033554;GO:0061077
isogroup37760	GO:0006118;GO:0016020;GO:0016491
isogroup37762	GO:0005515;GO:0007165;GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup37768	GO:0005198;GO:0005874;GO:0007018;GO:0003924;GO:0005525;GO:0043234;GO:0051258
isogroup37776	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004684;GO:0004685;GO:0005954;GO:0007268;GO:0048167
isogroup37779	GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0009719;GO:0005164;GO:0033209
isogroup3778	GO:0006810;GO:0008519;GO:0016020
isogroup37782	GO:0003676;GO:0005622;GO:0008408
isogroup37795	GO:0001584;GO:0007186;GO:0016021;GO:0004969;GO:0031808
isogroup37797	GO:0016787;GO:0003993
isogroup37798	GO:0003676
isogroup378	GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0009719;GO:0005164;GO:0033209
isogroup37802	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0004709
isogroup37816	GO:0006118;GO:0016491;GO:0050660;GO:0015036;GO:0005737;GO:0004362;GO:0006749;GO:0006950;GO:0006979
isogroup37817	GO:0001584;GO:0007186;GO:0016021;GO:0000166;GO:0017111;GO:0003777;GO:0007018;GO:0030286;GO:0008567
isogroup3782	GO:0005554
isogroup37820	GO:0003746;GO:0006412
isogroup37821	GO:0005525;GO:0007264;GO:0015031;GO:0006886
isogroup37825	GO:0005261;GO:0006812;GO:0016020;GO:0005262;GO:0006816;GO:0005216;GO:0006811;GO:0007600
isogroup37826	GO:0003677;GO:0004003;GO:0005524;GO:0005634;GO:0006289;GO:0016818;GO:0003676;GO:0008026;GO:0006139
isogroup37832	GO:0004872;GO:0005509
isogroup3784	GO:0008152;GO:0016491;GO:0003858;GO:0004745
isogroup37843	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0004693
isogroup37846	GO:0003824;GO:0008152;GO:0004467
isogroup3785	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557
isogroup37851	GO:0004051
isogroup37857	GO:0006952;GO:0042829;GO:0004623;GO:0005509;GO:0016042;GO:0000160;GO:0003677;GO:0006355
isogroup37862	GO:0008067;GO:0016020;GO:0004965;GO:0007600
isogroup37867	GO:0005524;GO:0016887;GO:0000166;GO:0017111
isogroup3787	GO:0005509
isogroup37876	GO:0005634;GO:0006508;GO:0008233
isogroup3788	GO:0006508;GO:0008233;GO:0016021;GO:0008717
isogroup37890	GO:0008757
isogroup37891	GO:0008152;GO:0016846
isogroup37893	GO:0004672;GO:0005524;GO:0006468;GO:0005003;GO:0016020;GO:0004713;GO:0004674
isogroup379	GO:0003676
isogroup37913	GO:0001760;GO:0008152
isogroup37914	GO:0005856;GO:0010992
isogroup37915	GO:0046872
isogroup37916	GO:0007154;GO:0016021;GO:0005432;GO:0006816;GO:0016020
isogroup37920	GO:0016787;GO:0009166;GO:0016788;GO:0008253;GO:0017175
isogroup37926	GO:0005509;GO:0030173;GO:0031014
isogroup37927	GO:0004449
isogroup3793	GO:0005509
isogroup37935	GO:0005215;GO:0006810;GO:0016020
isogroup3794	GO:0004182;GO:0006508;GO:0004181
isogroup37946	GO:0003677;GO:0005634
isogroup37951	GO:0000166;GO:0017111;GO:0003777;GO:0007018;GO:0030286;GO:0008567
isogroup37955	GO:0005509
isogroup37958	GO:0005524;GO:0006457
isogroup37962	GO:0016787;GO:0000158;GO:0004721;GO:0004723;GO:0004724;GO:0005963;GO:0008420;GO:0008597;GO:0015071;GO:0017018;GO:0017020;GO:0017023;GO:0030357;GO:0004722
isogroup37963	GO:0004553;GO:0005975
isogroup37964	GO:0004788
isogroup37966	GO:0008504
isogroup37971	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0005762;GO:0022625
isogroup3798	GO:0004842;GO:0005622;GO:0006464;GO:0006512;GO:0008766;GO:0016881;GO:0018169;GO:0010992
isogroup37986	GO:0005529
isogroup37989	GO:0001584;GO:0007186;GO:0016021
isogroup37990	GO:0000160;GO:0003677;GO:0006355
isogroup37992	GO:0003677;GO:0003700;GO:0005634;GO:0006355
isogroup37999	GO:0004871;GO:0007165;GO:0000156;GO:0000160;GO:0003677;GO:0006355;GO:0004114;GO:0003824;GO:0051342
isogroup38	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0003723;GO:0015935;GO:0022627;GO:0042254
isogroup38004	GO:0003700;GO:0005634;GO:0006355;GO:0003677
isogroup38009	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0031177
isogroup38013	GO:0005525;GO:0006412;GO:0003924;GO:0008547;GO:0003746
isogroup38014	GO:0005515;GO:0005249;GO:0006813;GO:0008076;GO:0016020
isogroup38015	GO:0005087;GO:0017112;GO:0030676;GO:0043539
isogroup38019	GO:0000074
isogroup3802	GO:0006952;GO:0042829;GO:0005515;GO:0042981;GO:0005524;GO:0006915
isogroup38035	GO:0001584;GO:0007186;GO:0016021;GO:0008188;GO:0004993
isogroup38039	GO:0000278;GO:0005634;GO:0007067
isogroup3804	GO:0003924;GO:0005525;GO:0006955
isogroup38040	GO:0016404
isogroup38043	GO:0004806;GO:0006629
isogroup38047	GO:0005622;GO:0004308
isogroup3805	GO:0016262
isogroup3806	GO:0005524;GO:0004086;GO:0004087;GO:0004736
isogroup38067	GO:0008270;GO:0016787;GO:0004126;GO:0046087
isogroup38072	GO:0005215;GO:0006810;GO:0008021;GO:0016020
isogroup38074	GO:0015220
isogroup38094	GO:0004889;GO:0005216;GO:0006811;GO:0016021;GO:0045211;GO:0016020;GO:0030594;GO:0005230;GO:0006810;GO:0015464
isogroup38102	GO:0042981;GO:0005576;GO:0006030;GO:0008061;GO:0006915;GO:1900118
isogroup3811	GO:0004792;GO:0016784
isogroup3812	GO:0004364
isogroup38121	GO:0005261;GO:0006812;GO:0016020;GO:0005216;GO:0006811;GO:0007600
isogroup38125	GO:0005622;GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0010992
isogroup38126	GO:0005515
isogroup38127	GO:0005509
isogroup3813	GO:0016020;GO:0030001;GO:0046873;GO:0005385
isogroup38144	GO:0003676
isogroup3815	GO:0005509;GO:0000158;GO:0004721;GO:0004723;GO:0004724;GO:0005963;GO:0008420;GO:0008597;GO:0015071;GO:0017018;GO:0017020;GO:0017023;GO:0030357;GO:0030173;GO:0031014
isogroup38154	GO:0003676;GO:0005634;GO:0008270
isogroup38158	GO:0003824;GO:0009116;GO:0004850;GO:0005737;GO:0009166
isogroup3816	GO:0003700;GO:0005634;GO:0006355
isogroup38169	GO:0008152;GO:0005529;GO:0005975;GO:0004360
isogroup38186	GO:0005622;GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0010992
isogroup38192	GO:0005634;GO:0007067;GO:0030261
isogroup38204	GO:0000160;GO:0003677;GO:0006355;GO:0003777;GO:0007018;GO:0030286
isogroup38205	GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0000166;GO:0017111;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup38208	GO:0016853;GO:0003755;GO:0004600;GO:0030051;GO:0042027
isogroup38210	GO:0004550;GO:0005524;GO:0006183;GO:0006228;GO:0006241;GO:0008152;GO:0016740
isogroup38217	GO:0003677;GO:0006355
isogroup38222	GO:0003684;GO:0005524;GO:0006298;GO:0006281
isogroup38224	GO:0005509
isogroup38225	GO:0003676;GO:0003723
isogroup3823	GO:0003824;GO:0008152;GO:0004776;GO:0042709;GO:0045244;GO:0004775
isogroup38232	GO:0005524;GO:0005783;GO:0051085
isogroup38238	GO:0003779;GO:0008091
isogroup3824	GO:0004611;GO:0005525;GO:0006094;GO:0004613
isogroup38243	GO:0004623;GO:0005509;GO:0016042
isogroup38244	GO:0007155;GO:0007275
isogroup38250	GO:0004497;GO:0006118;GO:0015036;GO:0004499;GO:0005792
isogroup38257	GO:0003676;GO:0005634;GO:0008270
isogroup38258	GO:0005524;GO:0000166;GO:0017111;GO:0016787;GO:0004003;GO:0004004;GO:0008026;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup38260	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557
isogroup38262	GO:0003924;GO:0005525;GO:0006955
isogroup38263	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup38267	GO:0004312
isogroup38268	GO:0005509
isogroup38271	GO:0016787;GO:0009166;GO:0016788;GO:0008253;GO:0017175
isogroup38272	GO:0016251;GO:0006412
isogroup38273	GO:0007155
isogroup38274	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0004693
isogroup38276	GO:0007218;GO:0016020;GO:0005261;GO:0006812;GO:0005509;GO:0005216;GO:0006811
isogroup38277	GO:0001584;GO:0007186;GO:0016021;GO:0004977;GO:0004969;GO:0031808
isogroup3828	GO:0004051
isogroup38292	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
isogroup38296	GO:0005509
isogroup38300	GO:0005509
isogroup38304	GO:0005509;GO:0007268;GO:0048167
isogroup38305	GO:0005524;GO:0016887;GO:0000166;GO:0017111
isogroup38307	GO:0005279;GO:0006865;GO:0016020;GO:0006810
isogroup38319	GO:0004768;GO:0005506;GO:0005783;GO:0006633;GO:0016020;GO:0016491
isogroup3832	GO:0006464;GO:0007242;GO:0005085;GO:0004715
isogroup38326	GO:0005087;GO:0017112;GO:0030676;GO:0043539
isogroup38329	GO:0005515;GO:0007165
isogroup38332	GO:0005261;GO:0006812;GO:0016020;GO:0005245;GO:0005891;GO:0006816;GO:0005249;GO:0006813;GO:0008076;GO:0005216;GO:0006811;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557;GO:0007268
isogroup38334	GO:0016905
isogroup3834	GO:0004601;GO:0004447
isogroup38345	GO:0005003;GO:0005524;GO:0016020
isogroup38346	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004684;GO:0004685;GO:0005954;GO:0007268;GO:0048167
isogroup38347	GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup38349	GO:0005215;GO:0006810;GO:0016020
isogroup38355	GO:0005261;GO:0006812;GO:0016020;GO:0005262;GO:0006816;GO:0005216;GO:0006811;GO:0007600
isogroup38363	GO:0005554
isogroup38365	GO:0006457;GO:0031072;GO:0051082;GO:0006950;GO:0033554;GO:0061077
isogroup38368	GO:0004298;GO:0004299;GO:0030163;GO:0043248
isogroup38378	GO:0006118
isogroup3838	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0022627;GO:0042254
isogroup38386	GO:0006118;GO:0016491
isogroup38388	GO:0005509
isogroup38389	GO:0015018;GO:0016020
isogroup38391	GO:0005267;GO:0006813;GO:0016020
isogroup38395	GO:0005524;GO:0016887;GO:0000166;GO:0017111;GO:0006810;GO:0016020
isogroup38398	GO:0004182;GO:0006508;GO:0003887;GO:0006260;GO:0008408;GO:0000166;GO:0003677;GO:0003889;GO:0003890;GO:0003891;GO:0003893;GO:0003894;GO:0003895;GO:0015999;GO:0016000;GO:0016448;GO:0016449;GO:0016450;GO:0016451;GO:0016452;GO:0019984
isogroup384	GO:0006629;GO:0005764;GO:0006665
isogroup3840	GO:0003677;GO:0006355
isogroup38401	GO:0016021;GO:0016192
isogroup38411	GO:0005524;GO:0006810;GO:0016021;GO:0042626;GO:0016887;GO:0000166;GO:0017111;GO:0005215
isogroup38412	GO:0003824;GO:0005524;GO:0008152;GO:0016874;GO:0004736;GO:0005737;GO:0006094
isogroup38416	GO:0003743;GO:0006446;GO:0003723;GO:0006412
isogroup38419	GO:0004194;GO:0006508;GO:0004190
isogroup3842	GO:0005328;GO:0005887;GO:0006836;GO:0016020;GO:0005332;GO:0007268
isogroup38421	GO:0003723;GO:0004525;GO:0006396
isogroup38428	GO:0003777;GO:0005524;GO:0005875;GO:0007018
isogroup38440	GO:0006118;GO:0016491;GO:0015036;GO:0008152;GO:0006537;GO:0015930;GO:0016639;GO:0006807;GO:0004355;GO:0009342;GO:0045181
isogroup38448	GO:0003723;GO:0006396;GO:0006464
isogroup38452	GO:0007049
isogroup38457	GO:0004497;GO:0006118;GO:0016491;GO:0008131;GO:0046592
isogroup38459	GO:0004672;GO:0005524;GO:0006468;GO:0004674;GO:0004713;GO:0005952;GO:0008603;GO:0004692;GO:0004682;GO:0004691;GO:0005956;GO:0008605;GO:0004676
isogroup38464	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0006950;GO:0033554;GO:0010992
isogroup38466	GO:0003824;GO:0004070;GO:0006207;GO:0016812;GO:0004086;GO:0005524;GO:0006807;GO:0005737;GO:0006526;GO:0019856;GO:0008152;GO:0016874;GO:0006520;GO:0016597;GO:0016743;GO:0009058;GO:0016787;GO:0004087
isogroup38469	GO:0000166;GO:0017111;GO:0003777;GO:0007018;GO:0030286;GO:0008567
isogroup38477	GO:0005524;GO:0016887;GO:0000166;GO:0017111
isogroup38479	GO:0004176;GO:0006510
isogroup38484	GO:0003779;GO:0007010
isogroup38493	GO:0004553;GO:0005975;GO:0005515;GO:0006886;GO:0006888;GO:0030127
isogroup38496	GO:0003676;GO:0005524;GO:0008026;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup385	GO:0008152;GO:0016740;GO:0009058;GO:0016769;GO:0008890;GO:0003870
isogroup3850	GO:0005554;GO:0005021;GO:0005524;GO:0006468
isogroup38504	GO:0004553;GO:0005975
isogroup38505	GO:0006952;GO:0042829;GO:0004623;GO:0005509;GO:0016042;GO:0000160;GO:0003677;GO:0006355
isogroup38508	GO:0003777;GO:0005524;GO:0005875;GO:0007018;GO:0008574
isogroup3851	GO:0005215;GO:0006810;GO:0016020
isogroup38512	GO:0003677;GO:0003918;GO:0005524;GO:0006259;GO:0006265
isogroup38522	GO:0003723;GO:0005622;GO:0006396;GO:0004654
isogroup38529	GO:0004795
isogroup3853	GO:0016020
isogroup38542	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
isogroup38546	GO:0004295;GO:0006508;GO:0005515;GO:0004252;GO:0004289;GO:0008132;GO:0008243;GO:0008991;GO:0016808
isogroup38547	GO:0005525;GO:0006412;GO:0003924;GO:0008547;GO:0003746
isogroup38552	GO:0007218;GO:0016020;GO:0004930
isogroup38558	GO:0004849;GO:0005524;GO:0003723;GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0009058;GO:0016301
isogroup38560	GO:0004194;GO:0006508;GO:0004190
isogroup38564	GO:0003677;GO:0003700;GO:0005634;GO:0006355
isogroup38569	GO:0005201;GO:0005581;GO:0005737;GO:0006817
isogroup38570	GO:0016491;GO:0006636;GO:0016020;GO:0016717;GO:0016213
isogroup38574	GO:0004312
isogroup38580	GO:0005524;GO:0005694;GO:0051276;GO:0005515;GO:0008570
isogroup38582	GO:0005524;GO:0006810;GO:0016021;GO:0042626;GO:0016887;GO:0000166;GO:0017111;GO:0004003;GO:0004004;GO:0008026;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0017116;GO:0042623;GO:0042624;GO:0042625
isogroup38584	GO:0004622
isogroup38588	GO:0003779;GO:0016043
isogroup3860	GO:0004812;GO:0005524;GO:0006418;GO:0004832;GO:0006438;GO:0004822
isogroup38602	GO:0004672;GO:0005524;GO:0006468;GO:0004674;GO:0004709;GO:0007268;GO:0048167
isogroup3861	GO:0016995
isogroup38610	GO:0003677;GO:0005634;GO:0006355;GO:0016020;GO:0006886;GO:0008565
isogroup38616	GO:0005515;GO:0007165;GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup3862	GO:0006118;GO:0004497;GO:0050381
isogroup38620	GO:0005509
isogroup38621	GO:0005515;GO:0007165;GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup38628	GO:0001584;GO:0007186;GO:0016021;GO:0004969;GO:0031808
isogroup38632	GO:0004840;GO:0006464;GO:0006512;GO:0004842;GO:0010992
isogroup38633	GO:0001584;GO:0007186;GO:0016021;GO:0004969;GO:0031808
isogroup38637	GO:0004930;GO:0016020
isogroup38639	GO:0006118;GO:0004497;GO:0047749
isogroup38645	GO:0005764;GO:0006464;GO:0008474
isogroup3865	GO:0005001
isogroup38653	GO:0005509
isogroup38654	GO:0047184;GO:0047192
isogroup38655	GO:0004553;GO:0005975;GO:0005001
isogroup38657	GO:0004497;GO:0006118;GO:0016491;GO:0015036;GO:0004499;GO:0005792
isogroup38659	GO:0004347;GO:0006094;GO:0006096
isogroup38661	GO:0005524;GO:0006810;GO:0016021;GO:0042626;GO:0016887;GO:0000166;GO:0017111
isogroup3867	GO:0016021
isogroup38676	GO:0004114;GO:0007165;GO:0003824;GO:0047555
isogroup3868	GO:0006508;GO:0030693;GO:0006915;GO:1900119
isogroup38685	GO:0005509
isogroup38695	GO:0003700;GO:0005634;GO:0006355;GO:0003677
isogroup3870	GO:0004842;GO:0005622;GO:0006464;GO:0006512;GO:0003824;GO:0008152;GO:0008766;GO:0016881;GO:0018169;GO:0010992
isogroup38712	GO:0003700;GO:0005634;GO:0006355
isogroup38716	GO:0003847
isogroup38717	GO:0030125
isogroup3872	GO:0006464
isogroup38725	GO:0004497;GO:0006118;GO:0004499
isogroup38726	GO:0004672;GO:0005524;GO:0006468;GO:0004674;GO:0004713;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0006412
isogroup3873	GO:0005415;GO:0006810;GO:0016020
isogroup38732	GO:0005622;GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0010992
isogroup38733	GO:0004197;GO:0006508;GO:0008234;GO:0004213;GO:0004217
isogroup38735	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0042254
isogroup38744	GO:0006457;GO:0031072;GO:0051082;GO:0006950;GO:0033554;GO:0061077
isogroup3875	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0042254
isogroup38755	GO:0004888;GO:0016020;GO:0002226;GO:0009682
isogroup38761	GO:0008757;GO:0008168;GO:0035049
isogroup38763	GO:0004871;GO:0005576;GO:0007223;GO:0007275
isogroup38765	GO:0017116;GO:0033682;GO:0042162;GO:0043141
isogroup38786	GO:0003676;GO:0005634;GO:0008270
isogroup38787	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004684;GO:0004685;GO:0005954;GO:0007268;GO:0048167
isogroup3879	GO:0003676
isogroup38791	GO:0005267;GO:0006813;GO:0016020;GO:0005249;GO:0005261;GO:0006812;GO:0005216;GO:0006811;GO:0006950;GO:0006979
isogroup38794	GO:0008158;GO:0016020
isogroup38798	GO:0005351;GO:0009401
isogroup388	GO:0004560;GO:0005975
isogroup38800	GO:0005524;GO:0015662;GO:0015992;GO:0016020;GO:0006812;GO:0003824;GO:0008152;GO:0005388;GO:0006816;GO:0016021;GO:0016820
isogroup38802	GO:0003824;GO:0006633;GO:0008152;GO:0016740;GO:0004315;GO:0004312
isogroup38804	GO:0006457;GO:0031072;GO:0051082;GO:0006950;GO:0033554;GO:0061077
isogroup38811	GO:0007275;GO:0002226;GO:0042381
isogroup38816	GO:0004194;GO:0006508;GO:0004190
isogroup38823	GO:0046872
isogroup38824	GO:0005215;GO:0006810;GO:0005279;GO:0006865;GO:0016020
isogroup38826	GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0004004
isogroup38827	GO:0003723;GO:0016071;GO:0006412
isogroup38831	GO:0005525;GO:0006412;GO:0003735;GO:0005622;GO:0005840;GO:0003924;GO:0008547;GO:0003746
isogroup38833	GO:0006118;GO:0016491;GO:0050660;GO:0015036;GO:0016654;GO:0004362;GO:0004791;GO:0006950;GO:0006979
isogroup38834	GO:0005509
isogroup38838	GO:0003723;GO:0016071;GO:0006412
isogroup38839	GO:0005261;GO:0006812;GO:0016020;GO:0005216;GO:0006811
isogroup3884	GO:0005737;GO:0006817
isogroup38844	GO:0003824;GO:0008152;GO:0004300;GO:0004165
isogroup38845	GO:0004869;GO:0008270;GO:0004842;GO:0005622;GO:0006464;GO:0006512;GO:0004510;GO:0010992
isogroup38852	GO:0003777;GO:0005524;GO:0005875;GO:0007018
isogroup3886	GO:0008757;GO:0008168;GO:0000234
isogroup38869	GO:0005044;GO:0016020
isogroup3887	GO:0006118;GO:0016491;GO:0008734;GO:0015922;GO:0008177
isogroup38878	GO:0001584;GO:0007186;GO:0016021;GO:0004842;GO:0005622;GO:0006464;GO:0006512;GO:0010992
isogroup38881	GO:0016020
isogroup38895	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004685;GO:0007268;GO:0048167
isogroup38898	GO:0016251
isogroup38901	GO:0004890;GO:0005230;GO:0006811;GO:0016021;GO:0045211;GO:0006810;GO:0016020
isogroup38906	GO:0004872;GO:0015031;GO:0016021;GO:0005046
isogroup3891	GO:0003676;GO:0003743
isogroup38912	GO:0008152;GO:0016491;GO:0004029;GO:0004030
isogroup38915	GO:0003779
isogroup38919	GO:0008757;GO:0005509;GO:0005576
isogroup3892	GO:0031419
isogroup38935	GO:0004692
isogroup3894	GO:0008743
isogroup38940	GO:0005622;GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0010992
isogroup38945	GO:0008152;GO:0016491;GO:0000009;GO:0000026;GO:0000030;GO:0000033;GO:0003980;GO:0004376;GO:0004576;GO:0004583;GO:0008375;GO:0008376;GO:0008378;GO:0008417;GO:0008921;GO:0016253;GO:0016758;GO:0016759;GO:0018715;GO:0018716;GO:0018717;GO:0018718;GO:0019112;GO:0019187;GO:0042281;GO:0042283;GO:0046527;GO:0046920;GO:0046921
isogroup38950	GO:0001584;GO:0007186;GO:0016021
isogroup38960	GO:0008270;GO:0016491;GO:0008743;GO:0003939
isogroup38963	GO:0004840;GO:0006464;GO:0006512;GO:0004842;GO:0010992
isogroup3897	GO:0005524;GO:0015986;GO:0016469;GO:0046933;GO:0046961;GO:0006754;GO:0000166;GO:0017111;GO:0008553;GO:0016021;GO:0045255;GO:0003936
isogroup38973	GO:0005524;GO:0003677;GO:0004518;GO:0006289;GO:0000166;GO:0017111;GO:0006950;GO:0033554;GO:0061077
isogroup38977	GO:0046872
isogroup38978	GO:0004295;GO:0006508;GO:0004263
isogroup38987	GO:0005525;GO:0007264;GO:0015031
isogroup3899	GO:0005201;GO:0005581;GO:0005737;GO:0006817
isogroup38990	GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0016251
isogroup39	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0022627;GO:0042254
isogroup39009	GO:0004222;GO:0004249;GO:0008133;GO:0008319;GO:0030402
isogroup3901	GO:0008654;GO:0004307
